ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities
103713347,Menara Sentral Aparment,,"RM 2,500 per month",Penang - Juru,Apartment,2,1,2,1024 sq.ft.,Fully Furnished,"Parking, Security, Lift","Air-Cond, Internet, Washing Machine, Cooking Allowed"
105824010,Tri Pinnacle,2018,"RM 1,500 per month",Penang - Tanjong Tokong,Condominium,3,2,2,850 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Multipurpose hall, Parking, Security, Lift, Barbeque area, Playground, Swimming Pool","Air-Cond, Washing Machine"
106072028,Mawar Apartment (Sungai Nibong),1994,"RM 1,980 per month",Penang - Sungai Nibong,Apartment,2,1,2,850 sq.ft.,Fully Furnished,"Parking, Security","Cooking Allowed, Air-Cond, Washing Machine"
106072219,Jermal Court,1996,"RM 1,400 per month",Penang - Pulau Tikus,Apartment,2,1,2,850 sq.ft.,Partially Furnished,"Parking, Security","Air-Cond, Washing Machine"
106072156,Putra Place,2006,"RM 1,700 per month",Penang - Bayan Lepas,Condominium,3,1,2,1000 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Security, Minimart, Tennis Court, Barbeque area, Jogging Track, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine"
105542506,Ria Apartment (Butterworth),,RM 850 per month,Penang - Butterworth,Apartment,3,1,2,785 sq.ft.,Partially Furnished,"Swimming Pool, Club house, Playground, Parking, Security, Lift, Minimart","Cooking Allowed, Air-Cond"
106069889,Sea View Tower @ Harbour Place,2008,"RM 1,600 per month",Penang - Butterworth,Condominium,4,2,2,1285 sq.ft.,Fully Furnished,"Gymnasium, Lift, Parking, Playground, Multipurpose hall, Swimming Pool, Sauna, Security, Squash Court","Air-Cond, Cooking Allowed"
105173156,The Golden Triangle,2021,"RM 1,900 per month",Penang - Relau,Condominium,3,2,2,1200 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Security, Playground, Parking, Minimart, Lift, Swimming Pool, Jogging Track","Cooking Allowed, Air-Cond, Washing Machine"
106069493,Perai Jaya,,RM 650 per month,Penang - Perai,Flat,3,3,2,780 sq.ft.,Not Furnished,"Playground, Parking, Security, Lift, Minimart, Multipurpose hall, Jogging Track",
105941512,Pangsapuri Seri Jaya,,"RM 1,400 per month",Penang - Bukit Mertajam,Apartment,3,2,2,1100 sq.ft.,Fully Furnished,"Security, Playground, Gymnasium, Swimming Pool, Parking, Lift, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine"
106067275,Vertu Resort @ Aspen Vision City,2020,"RM 1,700 per month",Penang - Batu Kawan,Condominium,3,,2,1030 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Jogging Track, Security, Swimming Pool, Lift, Barbeque area, Multipurpose hall, Sauna, Minimart",
106067416,Marriott Residences,2022,"RM 7,000 per month",Penang - Georgetown,Service Residence,2,2,2,871 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Sauna, Squash Court, Parking, Security, Minimart, Multipurpose hall",
106067344,Kedah Road Flat (Flat Jalan Kedah),1987,"RM 1,000 per month",Penang - Georgetown,Flat,2,,2,650 sq.ft.,Fully Furnished,"Parking, Lift, Multipurpose hall",Cooking Allowed
104448665,Shineville Park,2014,"RM 1,600 per month",Penang - Ayer Itam,Condominium,3,2,2,1650 sq.ft.,Fully Furnished,Parking,
105792869,Ferringhi Mutiara Apartment,1996,RM 900 per month,Penang - Batu Ferringhi,Apartment,3,,2,700 sq.ft.,Not Furnished,"Playground, Parking, Security, Minimart, Lift",Cooking Allowed
105540912,Straits Quay,2010,"RM 3,000 per month",Penang - Tanjong Tokong,Service Residence,1,1,2,1100 sq.ft.,Fully Furnished,"Tennis Court, Parking, Security, Swimming Pool, Gymnasium, Barbeque area, Club house, Sauna, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine, Internet"
105947018,Berjaya Condominium,2015,"RM 2,400 per month",Penang - Bukit Mertajam,Condominium,3,2,3,1429 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Jogging Track, Security, Squash Court, Parking, Lift, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
105799098,Tiara View,1998,"RM 1,300 per month",Penang - Tanjung Bungah,Condominium,3,1,2,900 sq.ft.,Fully Furnished,"Parking, Security, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine"
105970376,Imperial Grande,2021,"RM 1,900 per month",Penang - Bayan Lepas,Service Residence,3,2,2,1000 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Gymnasium, Playground, Barbeque area, Lift, Security, Parking, Sauna","Air-Cond, Cooking Allowed, Washing Machine"
106062488,Emerald Park,,"RM 1,000 per month",Penang - Teluk Kumbar,Apartment,3,2,2,1050 sq.ft.,Fully Furnished,"Parking, Security, Lift",
106062236,ForestVille,2020,"RM 1,600 per month",Penang - Bayan Lepas,Condominium,3,2,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Playground, Barbeque area, Swimming Pool, Lift, Gymnasium, Jogging Track",
106060848,Putra Place,2006,"RM 1,800 per month",Penang - Bayan Lepas,Condominium,3,1,2,1000 sq.ft.,Fully Furnished,"Minimart, Parking, Swimming Pool, Tennis Court, Jogging Track, Barbeque area, Sauna, Security, Gymnasium",
105937427,Quay West Residence,2021,"RM 3,200 per month",Penang - Relau,Condominium,3,2,2,1400 sq.ft.,Fully Furnished,"Parking, Gymnasium, Jogging Track, Playground, Swimming Pool, Lift, Security","Air-Cond, Cooking Allowed, Washing Machine"
106060393,Fairview Residence,2020,"RM 2,000 per month",Penang - Sungai Ara,Condominium,2,2,2,970 sq.ft.,Fully Furnished,"Playground, Lift, Multipurpose hall, Parking, Security, Swimming Pool, Gymnasium",
106060355,Green Garden,,RM 650 per month,Penang - Paya Terubong,Condominium,2,,2,550 sq.ft.,Not Furnished,"Parking, Security, Swimming Pool, Playground, Minimart",
106060133,The Light Linear @ The Light Waterfront,2012,"RM 2,500 per month",Penang - Gelugor,Condominium,4,2,3,1539 sq.ft.,Fully Furnished,"Barbeque area, Playground, Swimming Pool, Lift, Gymnasium, Tennis Court, Jogging Track, Multipurpose hall, Parking, Security",
